Time,Noise,Linear_Function
1,0.9935465916087877,3.4935465916087876
2,-11.479420581446146,-8.479420581446146
3,-3.8685930104678037,-0.3685930104678037
4,-1.2460403226620231,2.753959677337977
5,0.33361851343757276,4.833618513437573
6,0.11410403728795097,5.114104037287951
7,-0.05417957644072161,5.445820423559279
8,-1.2595656637076496,4.740434336292351
9,0.385303916644826,6.885303916644826
10,-0.019464501652757756,6.980535498347242
11,4.693234661590414,12.193234661590413
12,0.5101084374042645,8.510108437404265
13,-0.14932654467142586,8.350673455328574
14,2.3338142507714075,11.333814250771407
15,-1.2221384959850023,8.277861504014998
16,-2.737554728876565,7.262445271123434
17,1.077908664714687,11.577908664714688
18,0.9052186205070359,11.905218620507036
19,-0.3517324002068863,11.148267599793114
20,-0.5648544085473094,11.43514559145269
21,8.269398731374041,20.76939873137404
22,1.5712704240511324,14.571270424051132
23,1.0572662393611991,14.5572662393612
24,1.8090038313078831,15.809003831307884
25,-0.35659569764244314,14.143404302357556
26,0.6286808735156639,15.628680873515664
27,-10.688121808458039,4.811878191541961
28,1.4385793261447168,17.438579326144716
29,-0.21433794673129802,16.2856620532687
30,-0.7537507750944455,16.246249224905554
31,9.471895393687621,26.97189539368762
32,4.688832784368831,22.68883278436883
33,0.49429119350104483,18.994291193501045
34,5.575902396928974,24.575902396928974
35,0.47805727381439556,19.978057273814397
36,-5.108568789648534,14.891431210351467
37,9.052423707797349,29.55242370779735
38,1.1296713597724874,22.129671359772487
39,-6.544912326201051,14.95508767379895
40,0.30238553045243566,22.302385530452437
41,3.287765237639002,25.787765237639
42,-8.904934380410557,14.095065619589443
43,-0.008176333659116596,23.491823666340885
44,4.143463697938742,28.143463697938742
45,-7.346261057626207,17.153738942373792
46,-0.11053651651102078,24.889463483488978
47,-1.1820841260531343,24.317915873946866
48,-1.487080409634321,24.51291959036568
49,2.417233782543515,28.917233782543516
50,4.558219666825691,31.558219666825693
51,-5.399646171240485,22.100353828759516
52,-0.17153708127252598,27.828462918727475
53,-1.742544659792953,26.75745534020705
54,-4.5113470777608855,24.488652922239115
55,0.6982892684048606,30.19828926840486
56,2.714710364432544,32.71471036443254
57,2.0351790127623803,32.53517901276238
58,-2.6513459835917543,28.348654016408247
59,0.5186803786822128,32.01868037868221
60,6.564748940583392,38.56474894058339
61,-5.612540467640581,26.88745953235942
62,6.0384481503805985,39.038448150380596
63,1.6014027023085344,35.10140270230853
64,-0.22300949592788413,33.77699050407212
65,0.40562480787776606,34.905624807877764
66,-6.832185356694637,28.167814643305363
67,2.3847603098885926,37.88476030988859
68,-1.6468859245721175,34.35311407542788
69,0.2742010560055292,36.77420105600553
70,10.313058312401356,47.31305831240135
71,0.1613303383319198,37.66133033833192
72,-8.40854470943691,29.59145529056309
73,1.4826920387343816,39.982692038734385
74,-0.19517194070472427,38.804828059295275
75,-2.2654078801934165,37.234592119806585
76,5.4470655848362055,45.4470655848362
77,-0.9791559135955764,39.52084408640442
78,1.6118898974151605,42.61188989741516
79,1.3293188263990938,42.829318826399096
80,3.2077759014336165,45.207775901433614
81,0.20994152810415465,42.70994152810415
82,2.2984851054220456,45.298485105422046
83,-2.8483888730531497,40.65161112694685
84,2.1592877571131077,46.159287757113105
85,-3.6619756869211693,40.83802431307883
86,-0.6061633116997514,44.39383668830025
87,-0.5304489208852022,44.9695510791148
88,3.785337676487932,49.785337676487934
89,7.722356340454809,54.22235634045481
90,0.648686903177437,47.648686903177435
91,-0.03135643212555666,47.468643567874444
92,0.5769724560079554,48.57697245600796
93,7.482554337977901,55.9825543379779
94,1.8499513069534248,50.84995130695342
95,-0.2431850031127573,49.25681499688724
96,-0.45391855090771327,49.546081449092284
97,0.6559325423508536,51.155932542350854
98,4.412306031032832,55.412306031032834
99,-2.528892256576728,48.971107743423275
100,0.9907259215829742,52.99072592158297
101,2.082297639147041,54.58229763914704
102,-0.9075658673856108,52.092434132614386
103,-1.4197578182637638,52.08024218173624
104,2.3671251173431274,56.36712511734313
105,0.7118378788386137,55.211837878838615
106,-1.3839219585370115,53.61607804146299
107,-4.9141141084741635,50.585885891525834
108,1.8285117387114462,57.82851173871145
109,-14.911752679538688,41.58824732046131
110,-4.04061596887651,52.95938403112349
111,2.853270503452838,60.35327050345284
112,-1.1666138867548237,56.833386113245176
113,2.125975943788317,60.62597594378832
114,0.062096203746123305,59.06209620374612
115,-4.445226647833208,55.05477335216679
116,-0.7335226254176798,59.26647737458232
117,0.017638941568241164,60.517638941568244
118,-2.3382032830600026,58.661796716939996
119,-1.2124258524365394,60.28757414756346
120,-0.8033774291381348,61.19662257086186
121,4.036540412048865,66.53654041204886
122,-2.695650145701387,60.304349854298614
123,0.08519487716330669,63.5851948771633
124,-0.27430016256563183,63.72569983743437
125,1.958446640960881,66.45844664096089
126,-0.09932214381179842,64.9006778561882
127,-0.986390678190502,64.5136093218095
128,0.25962784778341663,66.25962784778342
129,-1.0342816673968287,65.46571833260317
130,-0.49668765553822675,66.50331234446178
131,5.98270245266019,73.48270245266019
132,-0.9168814400017038,67.0831185599983
133,-0.454569837920999,68.045430162079
134,-2.8281884751154864,66.17181152488452
135,-0.12013563271561341,69.37986436728438
136,0.2997844508336078,70.29978445083361
137,-0.8041232715639497,69.69587672843605
138,1.3854445773713455,72.38544457737135
139,-5.280480543034135,66.21951945696587
140,-0.12089765159075415,71.87910234840925
141,4.253989706618239,76.75398970661824
142,-1.561466971547561,71.43853302845244
143,10.351015477487701,83.8510154774877
144,-2.1380205380826744,71.86197946191733
145,8.65516735996103,83.15516735996103
146,2.737688247888637,77.73768824788864
147,-0.12801614200981687,75.37198385799019
148,0.22713397137886682,76.22713397137886
149,-1.2591251433821802,75.24087485661782
150,-2.112846217571562,74.88715378242844
151,-1.4950753739285523,76.00492462607144
152,2.504737578742481,80.50473757874248
153,0.6671090464538905,79.16710904645389
154,2.174678968178076,81.17467896817807
155,-2.8046978846489736,76.69530211535103
156,3.5260396735855806,83.52603967358559
157,-0.8829467573918491,79.61705324260815
158,-1.4639829839963086,79.5360170160037
159,6.758822182413098,88.2588221824131
160,1.583830729994782,83.58383072999479
161,-0.8378853134384473,81.66211468656155
162,-6.38777556281824,76.61222443718177
163,-0.6871081859987092,82.81289181400129
164,9.872901333912633,93.87290133391264
165,-0.22825666708350592,84.2717433329165
166,0.4530332873698266,85.45303328736982
167,4.442931012594337,89.94293101259434
168,4.002438224449384,90.00243822444938
169,-10.482316625061536,76.01768337493846
170,0.629863546571938,87.62986354657194
171,-1.3265239263412894,86.1734760736587
172,-3.008225023400541,84.99177497659946
173,-6.031642039927154,82.46835796007285
174,0.47264327619885366,89.47264327619885
175,5.78187994815784,95.28187994815784
176,2.20195831759919,92.20195831759919
177,-0.422514826091863,90.07748517390813
178,-3.927036906598485,87.07296309340151
179,-6.576930955040278,84.92306904495972
180,0.3780479746683353,92.37804797466833
181,-3.1568460052981404,89.34315399470186
182,-10.625222508320542,82.37477749167945
183,-3.1643599956339337,90.33564000436607
184,-0.6628619290324224,93.33713807096758
185,0.3312363360392882,94.83123633603928
186,-0.004993261021978794,94.99500673897802
187,-5.256791236464716,90.24320876353528
188,0.4176152492409338,96.41761524924094
189,0.6914196120619185,97.19141961206192
190,0.20415743244781703,97.20415743244781
191,2.706018905439817,100.20601890543982
192,-7.58662337351251,90.41337662648749
193,0.1982696821441087,98.69826968214412
194,-3.4158574857914252,95.58414251420858
195,-0.20077792328708466,99.29922207671291
196,-1.1177149012975178,98.88228509870248
197,-1.4273218860727082,99.0726781139273
198,-1.5047646663242422,99.49523533367575
199,-0.24566538658014384,101.25433461341986
200,-4.1725464870083675,97.82745351299164
