Time,Noise,Linear_Function
1,-2.8930024216486503,-0.3930024216486503
2,0.39568425677188174,3.3956842567718817
3,-0.046169951558113265,3.453830048441887
4,0.30245940248953157,4.302459402489531
5,1.2836710981797386,5.783671098179738
6,-0.838331462075647,4.161668537924353
7,-0.2815150957168601,5.21848490428314
8,-0.4484151088374544,5.551584891162546
9,-7.918849384056457,-1.4188493840564567
10,1.6120615563867273,8.612061556386728
11,-2.180443678561978,5.3195563214380215
12,-0.02901254620975888,7.970987453790241
13,4.127252387377413,12.627252387377414
14,5.100038100515049,14.10003810051505
15,-3.9343993311048,5.5656006688952
16,-1.7744109049220447,8.225589095077956
17,5.330530820967925,15.830530820967926
18,1.0661702791856573,12.066170279185657
19,1.9170736574754919,13.417073657475491
20,-0.27853810205391766,11.721461897946082
21,-4.652884616960582,7.847115383039418
22,-1.270691595169641,11.729308404830359
23,0.6517352069609795,14.15173520696098
24,-1.2912512652326713,12.70874873476733
25,-0.7265129326717639,13.773487067328237
26,3.0532142717599395,18.05321427175994
27,4.371315765471999,19.871315765471998
28,-1.0686880598369537,14.931311940163047
29,1.667935251357124,18.167935251357125
30,4.498918841889896,21.498918841889896
31,3.888329209236847,21.388329209236847
32,0.3589517618619827,18.358951761861984
33,0.17619487425375266,18.676194874253753
34,0.3839635694632304,19.38396356946323
35,-0.48789490150680387,19.012105098493198
36,0.10144260024519565,20.101442600245196
37,-0.06854546185629021,20.43145453814371
38,-3.041481156455869,17.95851884354413
39,-0.3890541792498793,21.11094582075012
40,3.755095332967588,25.75509533296759
41,-3.4237559787842597,19.07624402121574
42,0.9317854160246625,23.931785416024663
43,-4.452998729646823,19.047001270353178
44,-1.3649922316687402,22.63500776833126
45,5.6616140573229305,30.16161405732293
46,-0.5235559630413457,24.476444036958654
47,-7.099275619564996,18.400724380435005
48,-0.27053050358867575,25.729469496411323
49,3.54599106180062,30.04599106180062
50,0.29638393550563336,27.296383935505634
51,1.926690223054903,29.4266902230549
52,0.7596252800326613,28.75962528003266
53,3.9024224295896848,32.402422429589684
54,2.7922367452666412,31.792236745266642
55,4.327732947339771,33.82773294733977
56,4.2277407185281195,34.22774071852812
57,0.04626408087536885,30.546264080875368
58,-5.102868318324824,25.897131681675177
59,11.118194455638042,42.61819445563804
60,1.5075754325745123,33.50757543257451
61,-1.2125764489786948,31.287423551021305
62,-0.8259855044894433,32.174014495510555
63,0.4517405432677425,33.95174054326774
64,1.8191183506343216,35.81911835063432
65,-4.632835624749502,29.867164375250496
66,-7.730308001785337,27.26969199821466
67,0.3168776888627177,35.81687768886272
68,0.9949862297817926,36.994986229781794
69,-0.8117602565162945,35.688239743483706
70,-0.308392471778951,36.69160752822105
71,-1.0950910977714983,36.4049089022285
72,5.719824128975874,43.71982412897587
73,2.079192348982499,40.5791923489825
74,0.007155529113076733,39.00715552911308
75,0.547608579521078,40.047608579521075
76,2.2646167532734656,42.264616753273465
77,1.0091290633226149,41.50912906332262
78,7.612321784247344,48.61232178424734
79,0.9749397770235966,42.47493977702359
80,1.9474145728291485,43.947414572829146
81,-0.16335859454132567,42.33664140545867
82,0.045855700968129166,43.045855700968126
83,-0.10600325059848145,43.393996749401516
84,13.084078838944247,57.08407883894425
85,-0.006710852821014382,44.493289147178984
86,3.5735048284133173,48.57350482841332
87,-1.5001406335232954,43.999859366476706
88,0.10302351146387319,46.103023511463874
89,-4.138598602029766,42.36140139797023
90,-0.39424700582157796,46.605752994178424
91,0.6616004919950894,48.16160049199509
92,0.6985715529473828,48.698571552947385
93,3.9586598235730324,52.45865982357303
94,10.583232640420173,59.58323264042017
95,1.438385651054585,50.93838565105459
96,-2.3176808475320922,47.682319152467905
97,-0.28225323585322176,50.21774676414678
98,-6.688261420200097,44.3117385797999
99,-0.009544018327264807,51.49045598167274
100,0.7623810007548362,52.762381000754836
101,4.075765385385399,56.575765385385395
102,-2.833898775967773,50.166101224032225
103,7.768193249310893,61.26819324931089
104,1.0273238897430925,55.027323889743094
105,1.0515606716372472,55.55156067163725
106,-1.8464820939566242,53.153517906043376
107,1.778999083350998,57.278999083350996
108,5.83170242938435,61.83170242938435
109,-0.31334482087923426,56.18665517912076
110,-4.9281703534988175,52.071829646501186
111,0.45445535605970827,57.95445535605971
112,-0.8663600814577214,57.13363991854228
113,-10.614144884338542,47.88585511566146
114,1.9281218193326293,60.92812181933263
115,-2.842589709395844,56.657410290604155
116,2.4443639025214807,62.44436390252148
117,-2.905015180827156,57.59498481917284
118,-1.4485105056607364,59.551489494339265
119,0.33337651930263495,61.83337651930263
120,7.189735100433612,69.18973510043361
121,2.506294688021775,65.00629468802177
122,-1.250486427807706,61.74951357219229
123,8.520846251906598,72.02084625190659
124,0.33977649171398305,64.33977649171398
125,3.283654807837157,67.78365480783715
126,-14.473439212538372,50.52656078746163
127,2.9169772618982623,68.41697726189827
128,0.19886961534109396,66.1988696153411
129,-0.4883332043200328,66.01166679567997
130,-8.3845577831947,58.6154422168053
131,1.8098281973508674,69.30982819735087
132,-1.2497884862248347,66.75021151377517
133,-0.1884617189379469,68.31153828106206
134,-4.2093695957617925,64.79063040423821
135,-3.040620614923151,66.45937938507684
136,-1.5179334076520237,68.48206659234798
137,-0.11262454257412183,70.38737545742588
138,-0.9156493415938296,70.08435065840617
